geneSymbol	chromosome
PPP1R18	chr6_cox_hap2
NRM	chr6_cox_hap2
MDC1	chr6_cox_hap2
FLOT1	chr6_cox_hap2
IER3	chr6_cox_hap2
AK098012	chr6_cox_hap2
SFTA2	chr6_cox_hap2
C6orf15	chr6_cox_hap2
CDSN	chr6_cox_hap2
PSORS1C2	chr6_cox_hap2
CCHCR1	chr6_cox_hap2
PSORS1C3	chr6_cox_hap2
HLA-B	chr6_cox_hap2
HLA-C	chr6_cox_hap2
ATP6V1G2-DDX39B	chr6_cox_hap2
DDX39B	chr6_cox_hap2
ATP6V1G2	chr6_cox_hap2
SNORD84	chr6_cox_hap2
SNORD117	chr6_cox_hap2
LTB	chr6_cox_hap2
NCR3	chr6_cox_hap2
BAG6	chr6_cox_hap2
C6orf47	chr6_cox_hap2
GPANK1	chr6_cox_hap2
LY6G5C	chr6_cox_hap2
ABHD16A	chr6_cox_hap2
LY6G6E	chr6_cox_hap2
MIR4646	chr6_cox_hap2
LY6G6C	chr6_cox_hap2
DDAH2	chr6_cox_hap2
CLIC1	chr6_cox_hap2
VWA7	chr6_cox_hap2
VARS	chr6_cox_hap2
LSM2	chr6_cox_hap2
HSPA1L	chr6_cox_hap2
AK298056	chr6_cox_hap2
NEU1	chr6_cox_hap2
SLC44A4	chr6_cox_hap2
EHMT2	chr6_cox_hap2
ZBTB12	chr6_cox_hap2
NELFE	chr6_cox_hap2
MIR1236	chr6_cox_hap2
DOM3Z	chr6_cox_hap2
TNXB	chr6_cox_hap2
ATF6B	chr6_cox_hap2
FKBPL	chr6_cox_hap2
LOC100507547	chr6_cox_hap2
PRRT1	chr6_cox_hap2
AGPAT1	chr6_cox_hap2
AGER	chr6_cox_hap2
PBX2	chr6_cox_hap2
NOTCH4	chr6_cox_hap2
GPSM3	chr6_cox_hap2
C6orf10	chr6_cox_hap2
BTNL2	chr6_cox_hap2
HLA-DRB1	chr6_cox_hap2
HLA-DRB3	chr6_cox_hap2
HLA-DRB6	chr6_cox_hap2
HLA-DQB1	chr6_cox_hap2
HLA-DQB2	chr6_cox_hap2
TAP2	chr6_cox_hap2
HLA-DOB	chr6_cox_hap2
PSMB8	chr6_cox_hap2
TAP1	chr6_cox_hap2
HLA-DMB	chr6_cox_hap2
HLA-DMA	chr6_cox_hap2
HLA-DOA	chr6_cox_hap2
HLA-DPA1	chr6_cox_hap2
COL11A2	chr6_cox_hap2
RXRB	chr6_cox_hap2
VPS52	chr6_cox_hap2
WDR46	chr6_cox_hap2
RGL2	chr6_cox_hap2
TAPBP	chr6_cox_hap2
ZBTB22	chr6_cox_hap2
DAXX	chr6_cox_hap2
LOC100129636	chr6_dbb_hap3
OR2J3	chr6_dbb_hap3
OR2J2	chr6_dbb_hap3
OR14J1	chr6_dbb_hap3
OR12D2	chr6_dbb_hap3
OR10C1	chr6_dbb_hap3
OR2H1	chr6_dbb_hap3
LOC100507362	chr6_dbb_hap3
DQ573101	chr6_dbb_hap3
SNORD32B	chr6_dbb_hap3
OR2H2	chr6_dbb_hap3
MOG	chr6_dbb_hap3
HLA-F	chr6_dbb_hap3
LOC554223	chr6_dbb_hap3
HLA-G	chr6_dbb_hap3
HLA-J	chr6_dbb_hap3
HLA-A	chr6_dbb_hap3
HLA-H	chr6_dbb_hap3
BC035647	chr6_dbb_hap3
HCG9	chr6_dbb_hap3
ZNRD1	chr6_dbb_hap3
PPP1R11	chr6_dbb_hap3
TRIM40	chr6_dbb_hap3
TRIM15	chr6_dbb_hap3
HLA-L	chr6_dbb_hap3
TRIM39-RPP21	chr6_dbb_hap3
TRIM39	chr6_dbb_hap3
RPP21	chr6_dbb_hap3
HLA-E	chr6_dbb_hap3
PRR3	chr6_dbb_hap3
ABCF1	chr6_dbb_hap3
MIR877	chr6_dbb_hap3
MRPS18B	chr6_dbb_hap3
ATAT1	chr6_dbb_hap3
C6orf136	chr6_dbb_hap3
TUBB	chr6_dbb_hap3
DDR1	chr6_dbb_hap3
MIR4640	chr6_dbb_hap3
VARS2	chr6_dbb_hap3
GTF2H4	chr6_dbb_hap3
DPCR1	chr6_dbb_hap3
MUC21	chr6_dbb_hap3
MUC22	chr6_dbb_hap3
HCG22	chr6_dbb_hap3
PSORS1C1	chr6_dbb_hap3
TCF19	chr6_dbb_hap3
POU5F1	chr6_dbb_hap3
HCG27	chr6_dbb_hap3
HCG26	chr6_dbb_hap3
MICB	chr6_dbb_hap3
MCCD1	chr6_dbb_hap3
NFKBIL1	chr6_dbb_hap3
LTA	chr6_dbb_hap3
TNF	chr6_dbb_hap3
LST1	chr6_dbb_hap3
AIF1	chr6_dbb_hap3
PRRC2A	chr6_dbb_hap3
SNORA38	chr6_dbb_hap3
APOM	chr6_dbb_hap3
CSNK2B	chr6_dbb_hap3
LY6G5B	chr6_dbb_hap3
LY6G6F	chr6_dbb_hap3
LY6G6D	chr6_dbb_hap3
C6orf25	chr6_dbb_hap3
MSH5-SAPCD1	chr6_dbb_hap3
HSPA1A	chr6_dbb_hap3
HSPA1B	chr6_dbb_hap3
C6orf48	chr6_dbb_hap3
SNORD48	chr6_dbb_hap3
SNORD52	chr6_dbb_hap3
C2	chr6_dbb_hap3
CFB	chr6_dbb_hap3
SKIV2L	chr6_dbb_hap3
C4B_2	chr6_dbb_hap3
STK19	chr6_dbb_hap3
C4A	chr6_dbb_hap3
CYP21A1P	chr6_dbb_hap3
CYP21A2	chr6_dbb_hap3
PPT2	chr6_dbb_hap3
AK123889	chr6_dbb_hap3
HCG23	chr6_dbb_hap3
HLA-DRA	chr6_dbb_hap3
HLA-DQA1	chr6_dbb_hap3
HLA-DQA2	chr6_dbb_hap3
LOC100507463	chr6_dbb_hap3
PSMB9	chr6_dbb_hap3
LOC100294145	chr6_dbb_hap3
BRD2	chr6_dbb_hap3
HLA-DPB1	chr6_dbb_hap3
JA611279	chr6_dbb_hap3
SLC39A7	chr6_dbb_hap3
HSD17B8	chr6_dbb_hap3
MIR219-1	chr6_dbb_hap3
RING1	chr6_dbb_hap3
HCG25	chr6_dbb_hap3
RPS18	chr6_dbb_hap3
B3GALT4	chr6_dbb_hap3
PFDN6	chr6_dbb_hap3
LOC401242	chr6_dbb_hap3
ZNF311	chr6_dbb_hap3
OR2W1	chr6_dbb_hap3
OR2B3	chr6_dbb_hap3
OR12D3	chr6_dbb_hap3
OR11A1	chr6_dbb_hap3
6M1-18	chr6_dbb_hap3
MAS1L	chr6_dbb_hap3
GABBR1	chr6_dbb_hap3
UBD	chr6_dbb_hap3
ZFP57	chr6_dbb_hap3
HLA-F-AS1	chr6_dbb_hap3
IFITM4P	chr6_dbb_hap3
HCG4	chr6_dbb_hap3
HCG4B	chr6_dbb_hap3
AK097625	chr6_dbb_hap3
ZNRD1-AS1	chr6_dbb_hap3
RNF39	chr6_dbb_hap3
TRIM31	chr6_dbb_hap3
DQ580846	chr6_dbb_hap3
TRIM10	chr6_dbb_hap3
TRIM26	chr6_dbb_hap3
HCG17	chr6_dbb_hap3
HCG18	chr6_dbb_hap3
GNL1	chr6_dbb_hap3
PPP1R10	chr6_dbb_hap3
DHX16	chr6_dbb_hap3
PPP1R18	chr6_dbb_hap3
NRM	chr6_dbb_hap3
MDC1	chr6_dbb_hap3
FLOT1	chr6_dbb_hap3
IER3	chr6_dbb_hap3
SFTA2	chr6_dbb_hap3
C6orf15	chr6_dbb_hap3
CDSN	chr6_dbb_hap3
PSORS1C2	chr6_dbb_hap3
CCHCR1	chr6_dbb_hap3
PSORS1C3	chr6_dbb_hap3
HLA-C	chr6_dbb_hap3
ATP6V1G2-DDX39B	chr6_dbb_hap3
DDX39B	chr6_dbb_hap3
ATP6V1G2	chr6_dbb_hap3
SNORD84	chr6_dbb_hap3
SNORD117	chr6_dbb_hap3
LTB	chr6_dbb_hap3
NCR3	chr6_dbb_hap3
BAG6	chr6_dbb_hap3
C6orf47	chr6_dbb_hap3
GPANK1	chr6_dbb_hap3
LY6G5C	chr6_dbb_hap3
ABHD16A	chr6_dbb_hap3
LY6G6E	chr6_dbb_hap3
MIR4646	chr6_dbb_hap3
LY6G6C	chr6_dbb_hap3
DDAH2	chr6_dbb_hap3
CLIC1	chr6_dbb_hap3
VWA7	chr6_dbb_hap3
VARS	chr6_dbb_hap3
LSM2	chr6_dbb_hap3
HSPA1L	chr6_dbb_hap3
AK298056	chr6_dbb_hap3
NEU1	chr6_dbb_hap3
SLC44A4	chr6_dbb_hap3
EHMT2	chr6_dbb_hap3
ZBTB12	chr6_dbb_hap3
NELFE	chr6_dbb_hap3
MIR1236	chr6_dbb_hap3
DOM3Z	chr6_dbb_hap3
TNXB	chr6_dbb_hap3
ATF6B	chr6_dbb_hap3
FKBPL	chr6_dbb_hap3
LOC100507547	chr6_dbb_hap3
PRRT1	chr6_dbb_hap3
C6orf10	chr6_dbb_hap3
BTNL2	chr6_dbb_hap3
HLA-DRB1	chr6_dbb_hap3
M35980	chr6_dbb_hap3
HLA-DQB1	chr6_dbb_hap3
HLA-DQB2	chr6_dbb_hap3
TAP2	chr6_dbb_hap3
HLA-DOB	chr6_dbb_hap3
PSMB8	chr6_dbb_hap3
AK300962	chr6_dbb_hap3
TAP1	chr6_dbb_hap3
HLA-DMB	chr6_dbb_hap3
HLA-DMA	chr6_dbb_hap3
HLA-DOA	chr6_dbb_hap3
HLA-DPA1	chr6_dbb_hap3
COL11A2	chr6_dbb_hap3
RXRB	chr6_dbb_hap3
VPS52	chr6_dbb_hap3
WDR46	chr6_dbb_hap3
RGL2	chr6_dbb_hap3
TAPBP	chr6_dbb_hap3
ZBTB22	chr6_dbb_hap3
DAXX	chr6_dbb_hap3
LOC100129636	chr6_mann_hap4
OR2J3	chr6_mann_hap4
OR2J2	chr6_mann_hap4
OR14J1	chr6_mann_hap4
OR12D2	chr6_mann_hap4
OR10C1	chr6_mann_hap4
OR2H1	chr6_mann_hap4
LOC100507362	chr6_mann_hap4
DQ573101	chr6_mann_hap4
SNORD32B	chr6_mann_hap4
OR2H2	chr6_mann_hap4
MOG	chr6_mann_hap4
HLA-F	chr6_mann_hap4
LOC554223	chr6_mann_hap4
HLA-A	chr6_mann_hap4
HLA-G	chr6_mann_hap4
HLA-J	chr6_mann_hap4
X07060	chr6_mann_hap4
HLA-H	chr6_mann_hap4
AX747809	chr6_mann_hap4
HCG9	chr6_mann_hap4
ZNRD1	chr6_mann_hap4
PPP1R11	chr6_mann_hap4
TRIM40	chr6_mann_hap4
TRIM15	chr6_mann_hap4
HLA-L	chr6_mann_hap4
TRIM39-RPP21	chr6_mann_hap4
TRIM39	chr6_mann_hap4
RPP21	chr6_mann_hap4
HLA-E	chr6_mann_hap4
PRR3	chr6_mann_hap4
ABCF1	chr6_mann_hap4
MIR877	chr6_mann_hap4
MRPS18B	chr6_mann_hap4
ATAT1	chr6_mann_hap4
C6orf136	chr6_mann_hap4
TUBB	chr6_mann_hap4
DDR1	chr6_mann_hap4
MIR4640	chr6_mann_hap4
VARS2	chr6_mann_hap4
GTF2H4	chr6_mann_hap4
MUC22	chr6_mann_hap4
MUC21	chr6_mann_hap4
HCG22	chr6_mann_hap4
PSORS1C1	chr6_mann_hap4
TCF19	chr6_mann_hap4
POU5F1	chr6_mann_hap4
MICA	chr6_mann_hap4
MICB	chr6_mann_hap4
MCCD1	chr6_mann_hap4
NFKBIL1	chr6_mann_hap4
LTA	chr6_mann_hap4
TNF	chr6_mann_hap4
LST1	chr6_mann_hap4
PRRC2A	chr6_mann_hap4
SNORA38	chr6_mann_hap4
APOM	chr6_mann_hap4
CSNK2B	chr6_mann_hap4
LY6G5B	chr6_mann_hap4
LY6G6F	chr6_mann_hap4
LY6G6D	chr6_mann_hap4
C6orf25	chr6_mann_hap4
MSH5	chr6_mann_hap4
C2	chr6_mann_hap4
CFB	chr6_mann_hap4
PPT2	chr6_mann_hap4
PPT2-EGFL8	chr6_mann_hap4
EGFL8	chr6_mann_hap4
RNF5	chr6_mann_hap4
AK123889	chr6_mann_hap4
HCG23	chr6_mann_hap4
HLA-DRA	chr6_mann_hap4
HLA-DQA1	chr6_mann_hap4
HLA-DQA2	chr6_mann_hap4
LOC100507463	chr6_mann_hap4
PSMB9	chr6_mann_hap4
LOC100294145	chr6_mann_hap4
BRD2	chr6_mann_hap4
HLA-DPB1	chr6_mann_hap4
HLA-DPB2	chr6_mann_hap4
JA611279	chr6_mann_hap4
SLC39A7	chr6_mann_hap4
HSD17B8	chr6_mann_hap4
MIR219-1	chr6_mann_hap4
RING1	chr6_mann_hap4
HCG25	chr6_mann_hap4
LOC401242	chr6_mann_hap4
TRIM27	chr6_mann_hap4
ZNF311	chr6_mann_hap4
OR2W1	chr6_mann_hap4
OR2B3	chr6_mann_hap4
OR5V1	chr6_mann_hap4
OR12D3	chr6_mann_hap4
OR11A1	chr6_mann_hap4
6M1-18	chr6_mann_hap4
MAS1L	chr6_mann_hap4
GABBR1	chr6_mann_hap4
UBD	chr6_mann_hap4
ZFP57	chr6_mann_hap4
HLA-F-AS1	chr6_mann_hap4
IFITM4P	chr6_mann_hap4
HCG4	chr6_mann_hap4
HCG4B	chr6_mann_hap4
AK097625	chr6_mann_hap4
ZNRD1-AS1	chr6_mann_hap4
RNF39	chr6_mann_hap4
TRIM31	chr6_mann_hap4
DQ580846	chr6_mann_hap4
TRIM10	chr6_mann_hap4
TRIM26	chr6_mann_hap4
HCG17	chr6_mann_hap4
HCG18	chr6_mann_hap4
GNL1	chr6_mann_hap4
PPP1R10	chr6_mann_hap4
DHX16	chr6_mann_hap4
PPP1R18	chr6_mann_hap4
NRM	chr6_mann_hap4
MDC1	chr6_mann_hap4
FLOT1	chr6_mann_hap4
IER3	chr6_mann_hap4
SFTA2	chr6_mann_hap4
C6orf15	chr6_mann_hap4
CDSN	chr6_mann_hap4
PSORS1C2	chr6_mann_hap4
CCHCR1	chr6_mann_hap4
PSORS1C3	chr6_mann_hap4
HLA-B	chr6_mann_hap4
HLA-C	chr6_mann_hap4
ATP6V1G2-DDX39B	chr6_mann_hap4
DDX39B	chr6_mann_hap4
ATP6V1G2	chr6_mann_hap4
SNORD84	chr6_mann_hap4
SNORD117	chr6_mann_hap4
LTB	chr6_mann_hap4
NCR3	chr6_mann_hap4
BAG6	chr6_mann_hap4
C6orf47	chr6_mann_hap4
GPANK1	chr6_mann_hap4
LY6G5C	chr6_mann_hap4
ABHD16A	chr6_mann_hap4
LY6G6E	chr6_mann_hap4
MIR4646	chr6_mann_hap4
LY6G6C	chr6_mann_hap4
DDAH2	chr6_mann_hap4
CLIC1	chr6_mann_hap4
NEU1	chr6_mann_hap4
TNXB	chr6_mann_hap4
LOC100507547	chr6_mann_hap4
PRRT1	chr6_mann_hap4
AGPAT1	chr6_mann_hap4
AGER	chr6_mann_hap4
PBX2	chr6_mann_hap4
NOTCH4	chr6_mann_hap4
GPSM3	chr6_mann_hap4
C6orf10	chr6_mann_hap4
BTNL2	chr6_mann_hap4
HLA-DRB1	chr6_mann_hap4
HLA-DRB4	chr6_mann_hap4
DQ588911	chr6_mann_hap4
HLA-DQB1	chr6_mann_hap4
HLA-DQB2	chr6_mann_hap4
TAP2	chr6_mann_hap4
PSMB8	chr6_mann_hap4
TAP1	chr6_mann_hap4
HLA-DMB	chr6_mann_hap4
HLA-DMA	chr6_mann_hap4
HLA-DOA	chr6_mann_hap4
HLA-DPA1	chr6_mann_hap4
COL11A2	chr6_mann_hap4
RXRB	chr6_mann_hap4
VPS52	chr6_mann_hap4
LOC100129636	chr6_mcf_hap5
OR2J3	chr6_mcf_hap5
OR14J1	chr6_mcf_hap5
OR12D2	chr6_mcf_hap5
OR10C1	chr6_mcf_hap5
OR2H1	chr6_mcf_hap5
LOC100507362	chr6_mcf_hap5
DQ573101	chr6_mcf_hap5
SNORD32B	chr6_mcf_hap5
OR2H2	chr6_mcf_hap5
MOG	chr6_mcf_hap5
HLA-A	chr6_mcf_hap5
HLA-F	chr6_mcf_hap5
HLA-G	chr6_mcf_hap5
HLA-H	chr6_mcf_hap5
HLA-J	chr6_mcf_hap5
LOC554223	chr6_mcf_hap5
HCG9	chr6_mcf_hap5
ZNRD1	chr6_mcf_hap5
PPP1R11	chr6_mcf_hap5
TRIM40	chr6_mcf_hap5
TRIM15	chr6_mcf_hap5
HLA-E	chr6_mcf_hap5
PRR3	chr6_mcf_hap5
ABCF1	chr6_mcf_hap5
MIR877	chr6_mcf_hap5
MRPS18B	chr6_mcf_hap5
ATAT1	chr6_mcf_hap5
C6orf136	chr6_mcf_hap5
TUBB	chr6_mcf_hap5
DDR1	chr6_mcf_hap5
MIR4640	chr6_mcf_hap5
VARS2	chr6_mcf_hap5
GTF2H4	chr6_mcf_hap5
JA375025	chr6_mcf_hap5
DPCR1	chr6_mcf_hap5
MUC21	chr6_mcf_hap5
MUC22	chr6_mcf_hap5
HCG22	chr6_mcf_hap5
PSORS1C1	chr6_mcf_hap5
TCF19	chr6_mcf_hap5
POU5F1	chr6_mcf_hap5
HCG27	chr6_mcf_hap5
HCP5	chr6_mcf_hap5
HCG26	chr6_mcf_hap5
MICB	chr6_mcf_hap5
MCCD1	chr6_mcf_hap5
NFKBIL1	chr6_mcf_hap5
LTA	chr6_mcf_hap5
TNF	chr6_mcf_hap5
LST1	chr6_mcf_hap5
AIF1	chr6_mcf_hap5
PRRC2A	chr6_mcf_hap5
SNORA38	chr6_mcf_hap5
APOM	chr6_mcf_hap5
CSNK2B	chr6_mcf_hap5
LY6G5B	chr6_mcf_hap5
LY6G6F	chr6_mcf_hap5
LY6G6D	chr6_mcf_hap5
C6orf25	chr6_mcf_hap5
MSH5-SAPCD1	chr6_mcf_hap5
C2	chr6_mcf_hap5
CFB	chr6_mcf_hap5
SKIV2L	chr6_mcf_hap5
C4B_2	chr6_mcf_hap5
STK19	chr6_mcf_hap5
C4A	chr6_mcf_hap5
CYP21A2	chr6_mcf_hap5
CYP21A1P	chr6_mcf_hap5
PPT2	chr6_mcf_hap5
PPT2-EGFL8	chr6_mcf_hap5
EGFL8	chr6_mcf_hap5
RNF5	chr6_mcf_hap5
HCG23	chr6_mcf_hap5
HLA-DRA	chr6_mcf_hap5
HLA-DQA1	chr6_mcf_hap5
DQ-A1	chr6_mcf_hap5
HLA-DQA2	chr6_mcf_hap5
LOC100507463	chr6_mcf_hap5
PSMB9	chr6_mcf_hap5
LOC100294145	chr6_mcf_hap5
BRD2	chr6_mcf_hap5
HLA-DPB1	chr6_mcf_hap5
HLA-DPB2	chr6_mcf_hap5
JA611279	chr6_mcf_hap5
SLC39A7	chr6_mcf_hap5
HSD17B8	chr6_mcf_hap5
MIR219-1	chr6_mcf_hap5
RING1	chr6_mcf_hap5
HCG25	chr6_mcf_hap5
RPS18	chr6_mcf_hap5
B3GALT4	chr6_mcf_hap5
PFDN6	chr6_mcf_hap5
LOC401242	chr6_mcf_hap5
TRIM27	chr6_mcf_hap5
OR2W1	chr6_mcf_hap5
OR2B3	chr6_mcf_hap5
OR5V1	chr6_mcf_hap5
OR12D3	chr6_mcf_hap5
OR11A1	chr6_mcf_hap5
6M1-18	chr6_mcf_hap5
MAS1L	chr6_mcf_hap5
GABBR1	chr6_mcf_hap5
UBD	chr6_mcf_hap5
ZFP57	chr6_mcf_hap5
IFITM4P	chr6_mcf_hap5
HCG4	chr6_mcf_hap5
ZNRD1-AS1	chr6_mcf_hap5
RNF39	chr6_mcf_hap5
TRIM31	chr6_mcf_hap5
DQ580846	chr6_mcf_hap5
TRIM10	chr6_mcf_hap5
TRIM26	chr6_mcf_hap5
GNL1	chr6_mcf_hap5
PPP1R10	chr6_mcf_hap5
DHX16	chr6_mcf_hap5
PPP1R18	chr6_mcf_hap5
NRM	chr6_mcf_hap5
MDC1	chr6_mcf_hap5
FLOT1	chr6_mcf_hap5
SFTA2	chr6_mcf_hap5
C6orf15	chr6_mcf_hap5
CDSN	chr6_mcf_hap5
PSORS1C2	chr6_mcf_hap5
CCHCR1	chr6_mcf_hap5
PSORS1C3	chr6_mcf_hap5
HLA-B	chr6_mcf_hap5
HLA-C	chr6_mcf_hap5
ATP6V1G2-DDX39B	chr6_mcf_hap5
DDX39B	chr6_mcf_hap5
ATP6V1G2	chr6_mcf_hap5
SNORD84	chr6_mcf_hap5
SNORD117	chr6_mcf_hap5
LTB	chr6_mcf_hap5
NCR3	chr6_mcf_hap5
BAG6	chr6_mcf_hap5
C6orf47	chr6_mcf_hap5
GPANK1	chr6_mcf_hap5
LY6G5C	chr6_mcf_hap5
ABHD16A	chr6_mcf_hap5
LY6G6E	chr6_mcf_hap5
MIR4646	chr6_mcf_hap5
LY6G6C	chr6_mcf_hap5
DDAH2	chr6_mcf_hap5
CLIC1	chr6_mcf_hap5
VWA7	chr6_mcf_hap5
VARS	chr6_mcf_hap5
LSM2	chr6_mcf_hap5
NEU1	chr6_mcf_hap5
SLC44A4	chr6_mcf_hap5
EHMT2	chr6_mcf_hap5
ZBTB12	chr6_mcf_hap5
NELFE	chr6_mcf_hap5
MIR1236	chr6_mcf_hap5
DOM3Z	chr6_mcf_hap5
TNXB	chr6_mcf_hap5
ATF6B	chr6_mcf_hap5
TNXA	chr6_mcf_hap5
FKBPL	chr6_mcf_hap5
LOC100507547	chr6_mcf_hap5
PRRT1	chr6_mcf_hap5
AGPAT1	chr6_mcf_hap5
AGER	chr6_mcf_hap5
PBX2	chr6_mcf_hap5
NOTCH4	chr6_mcf_hap5
GPSM3	chr6_mcf_hap5
C6orf10	chr6_mcf_hap5
BTNL2	chr6_mcf_hap5
HLA-DRB1	chr6_mcf_hap5
HLA-DRB4	chr6_mcf_hap5
HLA-DQB1	chr6_mcf_hap5
HLA-DQB	chr6_mcf_hap5
HLA-DQB2	chr6_mcf_hap5
TAP2	chr6_mcf_hap5
HLA-DOB	chr6_mcf_hap5
PSMB8	chr6_mcf_hap5
TAP1	chr6_mcf_hap5
HLA-DMB	chr6_mcf_hap5
HLA-DMA	chr6_mcf_hap5
HLA-DOA	chr6_mcf_hap5
HLA-DPA1	chr6_mcf_hap5
COL11A2	chr6_mcf_hap5
RXRB	chr6_mcf_hap5
VPS52	chr6_mcf_hap5
WDR46	chr6_mcf_hap5
RGL2	chr6_mcf_hap5
TAPBP	chr6_mcf_hap5
ZBTB22	chr6_mcf_hap5
DAXX	chr6_mcf_hap5
LOC100129636	chr6_qbl_hap6
OR2J3	chr6_qbl_hap6
OR2J2	chr6_qbl_hap6
OR10C1	chr6_qbl_hap6
OR2H1	chr6_qbl_hap6
LOC100507362	chr6_qbl_hap6
DQ573101	chr6_qbl_hap6
SNORD32B	chr6_qbl_hap6
OR2H2	chr6_qbl_hap6
MOG	chr6_qbl_hap6
HLA-F	chr6_qbl_hap6
LOC554223	chr6_qbl_hap6
HLA-G	chr6_qbl_hap6
HLA-A	chr6_qbl_hap6
HLA-H	chr6_qbl_hap6
AK309533	chr6_qbl_hap6
BC035647	chr6_qbl_hap6
HCG9	chr6_qbl_hap6
HLA-J	chr6_qbl_hap6
ZNRD1	chr6_qbl_hap6
PPP1R11	chr6_qbl_hap6
TRIM40	chr6_qbl_hap6
TRIM15	chr6_qbl_hap6
HLA-L	chr6_qbl_hap6
TRIM39-RPP21	chr6_qbl_hap6
TRIM39	chr6_qbl_hap6
RPP21	chr6_qbl_hap6
HLA-E	chr6_qbl_hap6
PRR3	chr6_qbl_hap6
ABCF1	chr6_qbl_hap6
MIR877	chr6_qbl_hap6
MRPS18B	chr6_qbl_hap6
ATAT1	chr6_qbl_hap6
C6orf136	chr6_qbl_hap6
TUBB	chr6_qbl_hap6
DDR1	chr6_qbl_hap6
MIR4640	chr6_qbl_hap6
VARS2	chr6_qbl_hap6
GTF2H4	chr6_qbl_hap6
DPCR1	chr6_qbl_hap6
MUC21	chr6_qbl_hap6
MUC22	chr6_qbl_hap6
HCG22	chr6_qbl_hap6
PSORS1C1	chr6_qbl_hap6
TCF19	chr6_qbl_hap6
POU5F1	chr6_qbl_hap6
HCG27	chr6_qbl_hap6
MICA	chr6_qbl_hap6
MICB	chr6_qbl_hap6
HCG26	chr6_qbl_hap6
MCCD1	chr6_qbl_hap6
NFKBIL1	chr6_qbl_hap6
LTA	chr6_qbl_hap6
TNF	chr6_qbl_hap6
LST1	chr6_qbl_hap6
AIF1	chr6_qbl_hap6
PRRC2A	chr6_qbl_hap6
SNORA38	chr6_qbl_hap6
APOM	chr6_qbl_hap6
CSNK2B	chr6_qbl_hap6
LY6G5B	chr6_qbl_hap6
LY6G6F	chr6_qbl_hap6
LY6G6D	chr6_qbl_hap6
C6orf25	chr6_qbl_hap6
MSH5-SAPCD1	chr6_qbl_hap6
MSH5	chr6_qbl_hap6
HSPA1A	chr6_qbl_hap6
HSPA1B	chr6_qbl_hap6
C6orf48	chr6_qbl_hap6
SNORD48	chr6_qbl_hap6
SNORD52	chr6_qbl_hap6
C2	chr6_qbl_hap6
CFB	chr6_qbl_hap6
SKIV2L	chr6_qbl_hap6
C4B_2	chr6_qbl_hap6
STK19	chr6_qbl_hap6
C4A	chr6_qbl_hap6
CYP21A2	chr6_qbl_hap6
CYP21A1P	chr6_qbl_hap6
PPT2	chr6_qbl_hap6
PPT2-EGFL8	chr6_qbl_hap6
EGFL8	chr6_qbl_hap6
RNF5	chr6_qbl_hap6
AK123889	chr6_qbl_hap6
HCG23	chr6_qbl_hap6
HLA-DRA	chr6_qbl_hap6
HLA-DQA1	chr6_qbl_hap6
HLA-DQA2	chr6_qbl_hap6
LOC100507463	chr6_qbl_hap6
PSMB9	chr6_qbl_hap6
LOC100294145	chr6_qbl_hap6
BRD2	chr6_qbl_hap6
HLA-DPB1	chr6_qbl_hap6
HLA-DPB2	chr6_qbl_hap6
JA611279	chr6_qbl_hap6
SLC39A7	chr6_qbl_hap6
HSD17B8	chr6_qbl_hap6
MIR219-1	chr6_qbl_hap6
RING1	chr6_qbl_hap6
HCG25	chr6_qbl_hap6
RPS18	chr6_qbl_hap6
B3GALT4	chr6_qbl_hap6
PFDN6	chr6_qbl_hap6
KIFC1	chr6_qbl_hap6
BC146941	chr6_qbl_hap6
LOC401242	chr6_qbl_hap6
TRIM27	chr6_qbl_hap6
ZNF311	chr6_qbl_hap6
OR2W1	chr6_qbl_hap6
OR2B3	chr6_qbl_hap6
OR11A1	chr6_qbl_hap6
6M1-18	chr6_qbl_hap6
MAS1L	chr6_qbl_hap6
GABBR1	chr6_qbl_hap6
UBD	chr6_qbl_hap6
ZFP57	chr6_qbl_hap6
HLA-F-AS1	chr6_qbl_hap6
IFITM4P	chr6_qbl_hap6
HCG4	chr6_qbl_hap6
HCG4B	chr6_qbl_hap6
AK097625	chr6_qbl_hap6
ZNRD1-AS1	chr6_qbl_hap6
RNF39	chr6_qbl_hap6
TRIM31	chr6_qbl_hap6
DQ580846	chr6_qbl_hap6
TRIM10	chr6_qbl_hap6
TRIM26	chr6_qbl_hap6
HCG17	chr6_qbl_hap6
HCG18	chr6_qbl_hap6
GNL1	chr6_qbl_hap6
PPP1R10	chr6_qbl_hap6
DHX16	chr6_qbl_hap6
PPP1R18	chr6_qbl_hap6
NRM	chr6_qbl_hap6
MDC1	chr6_qbl_hap6
FLOT1	chr6_qbl_hap6
IER3	chr6_qbl_hap6
SFTA2	chr6_qbl_hap6
C6orf15	chr6_qbl_hap6
CDSN	chr6_qbl_hap6
PSORS1C2	chr6_qbl_hap6
CCHCR1	chr6_qbl_hap6
PSORS1C3	chr6_qbl_hap6
HLA-B	chr6_qbl_hap6
HLA-C	chr6_qbl_hap6
BC013828	chr6_qbl_hap6
ATP6V1G2-DDX39B	chr6_qbl_hap6
DDX39B	chr6_qbl_hap6
ATP6V1G2	chr6_qbl_hap6
SNORD84	chr6_qbl_hap6
SNORD117	chr6_qbl_hap6
LTB	chr6_qbl_hap6
NCR3	chr6_qbl_hap6
